Contig	master_contigs.clustered.filtered.fasta.C-AM-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-AM-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-AM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-AM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-GM-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-GM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-GM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-HP-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-HP-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-HP-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-HP-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-JV-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-JV-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-JV-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-JV-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-PL-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-PL-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-PL-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-PL-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-RA-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-RA-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-RA-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-RA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.C-VA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-AM-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-AM-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-AM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-AM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-BH-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-GM-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-GM-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-GM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-GM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-HP-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-HP-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-HP-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-HP-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-JA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-JV-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-JV-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-JV-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-PL-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-PL-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-PL-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-PL-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-RA-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-RA-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-RA-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-RA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-VA-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-VA-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-VA-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.D-VA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-AM-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-AM-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-AM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-AM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-BH-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-GM-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-GM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-GM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-HP-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-HP-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-HP-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-HP-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-JV-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-JV-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-JV-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-JV-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-PL-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-PL-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-PL-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-PL-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-RA-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-RA-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-RA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-VA-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-VA-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-VA-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.M-VA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.Neg_control.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.Pos_control.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-AM-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-AM-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-AM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-AM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-BH-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-GM-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-GM-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-GM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-GM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-HP-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-HP-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-HP-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-HP-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-JV-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-JV-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-JV-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-JV-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-PL-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-PL-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-PL-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-PL-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-RA-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-RA-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-RA-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-RA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-VA-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.R-VA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-AM-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-AM-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-AM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-AM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-BH-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-GM-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-GM-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-GM-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-HP-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-HP-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-HP-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-HP-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-JV-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-JV-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-JV-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-JV-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-PL-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-PL-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-PL-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-PL-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-RA-A20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-RA-J21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-RA-M20.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-RA-M21.nonrrna_1.fastq TPM	master_contigs.clustered.filtered.fasta.T-VA-M21.nonrrna_1.fastq TPM
D-VA-M20_NODE_6350_length_1134_cov_3.377003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47506.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-PL-M20_NODE_7_length_14851_cov_215.294559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21170.03	5879.5513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1435.8373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11376.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-PL-M20_NODE_31_length_9845_cov_655.486185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22000.629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100707.46	89.88527	0	0	24755.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7961.518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506.71225	0	0	0	0	0	0
D-PL-M20_NODE_3237_length_2457_cov_6.950084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1180.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-PL-M20_NODE_3622_length_2353_cov_23.831579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.81879	92.613556	709.79285	0	0	3789.7249	0	0	0	0	0	0	0	17957.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-PL-M20_NODE_4509_length_2147_cov_7.961909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338.21558	0	0	1336.4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-PL-M20_NODE_11908_length_1319_cov_2.137239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669.65894	4852.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509.47052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-PL-M20_NODE_31291_length_668_cov_1.263866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.67857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-PL-M20_NODE_47500_length_480_cov_2.835381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333.32916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-PL-M20_NODE_53912_length_438_cov_1.172603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-JV-J21_NODE_1_length_21814_cov_1577.548365	0	0	0	0	0	0	0	0	0	0	0	176433.53	21523.29	203.7204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207.9241	0	0	0	0	0	0	0	0
C-JV-J21_NODE_14_length_10776_cov_6.483976	0	0	0	0	0	0	0	0	0	0	0	0	92.16288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-JV-J21_NODE_96_length_7318_cov_50.943823	0	0	0	0	0	0	0	0	0	0	0	0	731.81757	0	0	0	206.82495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.14929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-JV-J21_NODE_109_length_7011_cov_12.522629	39782.855	1235.7026	3227.362	0	671.47064	0	0	0	0	0	0	202.53137	195.79477	0	0	0	0	0	1814.3295	0	0	2268.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-JV-J21_NODE_136_length_6634_cov_7.014784	0	0	0	0	0	0	0	0	0	0	0	0	101.794304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-JV-J21_NODE_855_length_4232_cov_4.158692	0	0	0	0	0	0	0	0	0	0	0	0	54.206173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-JV-J21_NODE_1850_length_3329_cov_4.414926	0	0	0	0	0	0	0	0	0	0	0	0	62.54456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
